Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,details,image_url,year,decadef,type,tool,rgb_colors,hex_colors
336,336,336,336,336,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 16 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/15-1144.jpg,2011,2010s,digital,woldgate,"[[175, 180, 169], [236, 214, 193], [130, 149, 137], [73, 107, 87], [169, 99, 83]]","['#afb4a9', '#ecd6c1', '#829589', '#496b57', '#a96353']"
337,337,337,337,337,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 18 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/16-0731.jpg,2011,2010s,digital,woldgate,"[[190, 130, 139], [172, 188, 193], [127, 56, 78], [198, 235, 244], [132, 163, 53]]","['#be828b', '#acbcc1', '#7f384e', '#c6ebf4', '#84a335']"
338,338,338,338,338,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 19 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/17-0724.jpg,2011,2010s,digital,woldgate,"[[35, 103, 66], [75, 154, 125], [146, 117, 110], [144, 195, 202], [169, 177, 110]]","['#236742', '#4b9a7d', '#92756e', '#90c3ca', '#a9b16e']"
339,339,339,339,339,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 21 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/18-0736.jpg,2011,2010s,digital,woldgate,"[[240, 242, 232], [208, 191, 160], [195, 114, 94], [150, 60, 56], [117, 177, 117]]","['#f0f2e8', '#d0bfa0', '#c3725e', '#963c38', '#75b175']"
340,340,340,340,340,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 22 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/19-0735.jpg,2011,2010s,digital,woldgate,"[[216, 222, 219], [107, 128, 94], [153, 191, 161], [191, 175, 106], [37, 176, 108]]","['#d8dedb', '#6b805e', '#99bfa1', '#bfaf6a', '#25b06c']"
341,341,341,341,341,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 25 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/20-0742.jpg,2011,2010s,digital,woldgate,"[[105, 157, 115], [159, 175, 154], [214, 206, 211], [63, 100, 66], [190, 216, 41]]","['#699d73', '#9faf9a', '#d6ced3', '#3f6442', '#bed829']"
342,342,342,342,342,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 30 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/21-0748.jpg,2011,2010s,digital,woldgate,"[[191, 205, 130], [141, 166, 70], [234, 227, 222], [228, 180, 138], [39, 135, 54]]","['#bfcd82', '#8da646', '#eae3de', '#e4b48a', '#278736']"
343,343,343,343,343,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 1 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/22-0746.jpg,2011,2010s,digital,woldgate,"[[198, 177, 173], [163, 140, 122], [215, 221, 231], [105, 84, 66], [70, 171, 62]]","['#c6b1ad', '#a38c7a', '#d7dde7', '#695442', '#46ab3e']"
344,344,344,344,344,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 12 April, No. 1",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/23-0762.jpg,2011,2010s,digital,woldgate,"[[32, 110, 41], [116, 106, 88], [206, 220, 245], [163, 168, 152], [108, 177, 63]]","['#206e29', '#746a58', '#cedcf5', '#a3a898', '#6cb13f']"
345,345,345,345,345,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 12 April, No. 2",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/24-0765.jpg,2011,2010s,digital,woldgate,"[[205, 223, 222], [139, 200, 148], [76, 156, 98], [9, 170, 13], [193, 234, 43]]","['#cddfde', '#8bc894', '#4c9c62', '#09aa0d', '#c1ea2b']"
346,346,346,346,346,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 14 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/25-0768.jpg,2011,2010s,digital,woldgate,"[[128, 139, 103], [74, 171, 114], [165, 184, 150], [204, 212, 207], [140, 207, 54]]","['#808b67', '#4aab72', '#a5b896', '#ccd4cf', '#8ccf36']"
347,347,347,347,347,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 17 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/26-0773.jpg,2011,2010s,digital,woldgate,"[[17, 129, 59], [131, 154, 113], [173, 175, 159], [200, 207, 198], [131, 142, 52]]","['#11813b', '#839a71', '#adaf9f', '#c8cfc6', '#838e34']"
348,348,348,348,348,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 19 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/27-0782.jpg,2011,2010s,digital,woldgate,"[[167, 185, 151], [40, 179, 68], [113, 200, 97], [215, 217, 211], [126, 122, 105]]","['#a7b997', '#28b344', '#71c861', '#d7d9d3', '#7e7a69']"
349,349,349,349,349,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 23 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/29-0793.jpg,2011,2010s,digital,woldgate,"[[206, 235, 246], [69, 180, 53], [102, 182, 130], [175, 196, 187], [235, 238, 190]]","['#ceebf6', '#45b435', '#66b682', '#afc4bb', '#ebeebe']"
350,350,350,350,350,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 24 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/30-0789.jpg,2011,2010s,digital,woldgate,"[[20, 172, 100], [143, 161, 89], [49, 210, 198], [50, 206, 55], [112, 39, 31]]","['#14ac64', '#8fa159', '#31d2c6', '#32ce37', '#70271f']"
351,351,351,351,351,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 25 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/31-0797.jpg,2011,2010s,digital,woldgate,"[[169, 175, 134], [104, 184, 81], [235, 208, 178], [188, 221, 227], [25, 156, 42]]","['#a9af86', '#68b851', '#ebd0b2', '#bcdde3', '#199c2a']"
352,352,352,352,352,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 26 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/32-0808.jpg,2011,2010s,digital,woldgate,"[[72, 206, 101], [222, 238, 252], [54, 159, 38], [222, 224, 190], [124, 223, 134]]","['#48ce65', '#deeefc', '#369f26', '#dee0be', '#7cdf86']"
353,353,353,353,353,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 27 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/33-0811.jpg,2011,2010s,digital,woldgate,"[[21, 176, 59], [75, 211, 59], [166, 200, 239], [160, 155, 139], [235, 213, 176]]","['#15b03b', '#4bd33b', '#a6c8ef', '#a09b8b', '#ebd5b0']"
354,354,354,354,354,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 28 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/34-0815.jpg,2011,2010s,digital,woldgate,"[[17, 117, 35], [33, 176, 60], [103, 77, 78], [114, 211, 72], [188, 167, 172]]","['#117523', '#21b03c', '#674d4e', '#72d348', '#bca7ac']"
355,355,355,355,355,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 30 April",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/35-0827.jpg,2011,2010s,digital,woldgate,"[[33, 182, 21], [8, 120, 13], [106, 237, 249], [83, 182, 124], [191, 223, 183]]","['#21b615', '#08780d', '#6aedf9', '#53b67c', '#bfdfb7']"
356,356,356,356,356,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 4 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/36-0839.jpg,2011,2010s,digital,woldgate,"[[81, 148, 102], [33, 107, 51], [156, 207, 188], [143, 195, 98], [13, 169, 57]]","['#519466', '#216b33', '#9ccfbc', '#8fc362', '#0da939']"
357,357,357,357,357,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 5 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/37-0838.jpg,2011,2010s,digital,woldgate,"[[200, 229, 214], [46, 102, 39], [140, 171, 86], [42, 178, 50], [216, 134, 204]]","['#c8e5d6', '#2e6627', '#8cab56', '#2ab232', '#d886cc']"
358,358,358,358,358,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 6 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/38-0845.jpg,2011,2010s,digital,woldgate,"[[9, 187, 45], [11, 222, 93], [9, 126, 28], [107, 204, 119], [199, 239, 219]]","['#09bb2d', '#0bde5d', '#097e1c', '#6bcc77', '#c7efdb']"
359,359,359,359,359,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 11 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/40-0853.jpg,2011,2010s,digital,woldgate,"[[68, 159, 58], [34, 81, 41], [129, 106, 73], [191, 116, 124], [131, 197, 173]]","['#449f3a', '#225129', '#816a49', '#bf747c', '#83c5ad']"
360,360,360,360,360,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 12 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/41-0858.jpg,2011,2010s,digital,woldgate,"[[186, 233, 236], [103, 151, 65], [168, 190, 165], [142, 196, 103], [56, 113, 36]]","['#bae9ec', '#679741', '#a8bea5', '#8ec467', '#387124']"
361,361,361,361,361,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 14 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/42-0870.jpg,2011,2010s,digital,woldgate,"[[20, 103, 52], [80, 178, 97], [168, 171, 157], [170, 235, 239], [144, 88, 107]]","['#146734', '#50b261', '#a8ab9d', '#aaebef', '#90586b']"
362,362,362,362,362,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 16 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/43-0873.jpg,2011,2010s,digital,woldgate,"[[92, 184, 47], [127, 169, 96], [178, 186, 147], [223, 213, 187], [57, 137, 37]]","['#5cb82f', '#7fa960', '#b2ba93', '#dfd5bb', '#398925']"
363,363,363,363,363,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 17 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/44-0875.jpg,2011,2010s,digital,woldgate,"[[16, 157, 55], [74, 190, 40], [12, 106, 34], [161, 203, 131], [160, 115, 182]]","['#109d37', '#4abe28', '#0c6a22', '#a1cb83', '#a073b6']"
364,364,364,364,364,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 18 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/45-0877.jpg,2011,2010s,digital,woldgate,"[[123, 187, 159], [130, 238, 239], [207, 240, 238], [32, 161, 51], [102, 98, 105]]","['#7bbb9f', '#82eeef', '#cff0ee', '#20a133', '#666269']"
365,365,365,365,365,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 19 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/46-0879.jpg,2011,2010s,digital,woldgate,"[[11, 151, 55], [30, 81, 30], [84, 150, 108], [117, 196, 19], [161, 194, 172]]","['#0b9737', '#1e511e', '#54966c', '#75c413', '#a1c2ac']"
366,366,366,366,366,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 22 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/47-0885.jpg,2011,2010s,digital,woldgate,"[[8, 121, 43], [6, 162, 53], [88, 88, 80], [150, 179, 173], [51, 179, 121]]","['#08792b', '#06a235', '#585850', '#96b3ad', '#33b379']"
367,367,367,367,367,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 30 May",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/48-1160.jpg,2011,2010s,digital,woldgate,"[[10, 118, 31], [162, 118, 106], [74, 162, 78], [160, 205, 165], [95, 88, 60]]","['#0a761f', '#a2766a', '#4aa24e', '#a0cda5', '#5f583c']"
368,368,368,368,368,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 31 May, No. 1",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/49-0900.jpg,2011,2010s,digital,woldgate,"[[27, 86, 35], [64, 142, 68], [145, 75, 77], [180, 88, 166], [169, 200, 157]]","['#1b5623', '#408e44', '#914b4d', '#b458a6', '#a9c89d']"
369,369,369,369,369,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 31 May, No. 2",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/50-0868.jpg,2011,2010s,digital,woldgate,"[[52, 176, 57], [227, 222, 233], [144, 211, 188], [10, 98, 32], [207, 103, 196]]","['#34b039', '#e3dee9', '#90d3bc', '#0a6220', '#cf67c4']"
370,370,370,370,370,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 2 June",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/51-0903.jpg,2011,2010s,digital,woldgate,"[[23, 124, 62], [22, 75, 30], [195, 174, 125], [127, 84, 61], [107, 184, 74]]","['#177c3e', '#164b1e', '#c3ae7d', '#7f543d', '#6bb84a']"
371,371,371,371,371,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 18 December",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/01-1326.jpg,2011,2010s,digital,woldgate,"[[106, 93, 110], [73, 67, 50], [126, 96, 69], [34, 41, 19], [155, 146, 147]]","['#6a5d6e', '#494332', '#7e6045', '#222913', '#9b9293']"
372,372,372,372,372,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 29 December, No. 1",2011 - iPad drawing printed on four sheets of paper 93 x 70in in overall,https://www.hockney.com/img/gallery/digital/woldgate/02-1116.jpg,2011,2010s,digital,woldgate,"[[108, 110, 86], [142, 150, 130], [181, 183, 186], [64, 68, 43], [219, 225, 232]]","['#6c6e56', '#8e9682', '#b5b7ba', '#40442b', '#dbe1e8']"
373,373,373,373,373,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 29 December, No. 2",2011 - iPad drawing printed on four sheets of paper 93 x 70in in overall,https://www.hockney.com/img/gallery/digital/woldgate/03-1124.jpg,2011,2010s,digital,woldgate,"[[121, 116, 106], [53, 49, 42], [97, 78, 66], [166, 157, 143], [210, 205, 184]]","['#79746a', '#35312a', '#614e42', '#a69d8f', '#d2cdb8']"
374,374,374,374,374,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 2 January",2011 - iPad drawing printed on four sheets of paper 93 x 70in in overall,https://www.hockney.com/img/gallery/digital/woldgate/04-1147.jpg,2011,2010s,digital,woldgate,"[[162, 173, 100], [215, 213, 171], [130, 121, 80], [193, 154, 159], [65, 103, 59]]","['#a2ad64', '#d7d5ab', '#827950', '#c19a9f', '#41673b']"
375,375,375,375,375,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 29 January",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/05-0661.jpg,2011,2010s,digital,woldgate,"[[139, 123, 60], [174, 166, 70], [66, 107, 81], [191, 165, 132], [218, 215, 202]]","['#8b7b3c', '#aea646', '#426b51', '#bfa584', '#dad7ca']"
376,376,376,376,376,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 25 March",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/06-0742.jpg,2011,2010s,digital,woldgate,"[[147, 169, 130], [111, 138, 99], [176, 185, 173], [216, 211, 216], [70, 91, 63]]","['#93a982', '#6f8a63', '#b0b9ad', '#d8d3d8', '#465b3f']"
377,377,377,377,377,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 4 May",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/07-0839.jpg,2011,2010s,digital,woldgate,"[[93, 151, 82], [59, 108, 56], [168, 205, 114], [128, 166, 135], [178, 213, 205]]","['#5d9752', '#3b6c38', '#a8cd72', '#80a687', '#b2d5cd']"
378,378,378,378,378,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 11 May",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/08-0853.jpg,2011,2010s,digital,woldgate,"[[88, 118, 66], [157, 111, 108], [119, 172, 74], [52, 65, 41], [161, 195, 181]]","['#587642', '#9d6f6c', '#77ac4a', '#344129', '#a1c3b5']"
379,379,379,379,379,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 16 May",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/09-0873.jpg,2011,2010s,digital,woldgate,"[[135, 185, 77], [183, 187, 144], [95, 142, 52], [219, 216, 195], [132, 121, 110]]","['#87b94d', '#b7bb90', '#5f8e34', '#dbd8c3', '#84796e']"
380,380,380,380,380,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 30 May",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/10-1160.jpg,2011,2010s,digital,woldgate,"[[41, 103, 42], [71, 138, 54], [147, 113, 102], [124, 171, 104], [181, 209, 174]]","['#29672a', '#478a36', '#937166', '#7cab68', '#b5d1ae']"
381,381,381,381,381,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 31 May, No. 1",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/11-0900.jpg,2011,2010s,digital,woldgate,"[[57, 86, 44], [101, 144, 76], [133, 76, 81], [159, 90, 163], [183, 203, 165]]","['#39562c', '#65904c', '#854c51', '#9f5aa3', '#b7cba5']"
382,382,382,382,382,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 2 June",2011 - iPad drawing printed on four sheets of paper 93 x 70 in overall,https://www.hockney.com/img/gallery/digital/woldgate/12-0903.jpg,2011,2010s,digital,woldgate,"[[73, 128, 72], [43, 81, 41], [188, 174, 128], [123, 85, 65], [141, 187, 81]]","['#498048', '#2b5129', '#bcae80', '#7b5541', '#8dbb51']"
383,383,383,383,383,Untitled No. 2 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0396.jpg,2010,2010s,digital,yosemite,"[[167, 194, 216], [34, 118, 70], [68, 165, 113], [37, 143, 226], [168, 214, 82]]","['#a7c2d8', '#227646', '#44a571', '#258fe2', '#a8d652']"
384,384,384,384,384,Untitled No. 1 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0395.jpg,2010,2010s,digital,yosemite,"[[149, 165, 90], [106, 141, 183], [118, 104, 43], [58, 140, 93], [153, 182, 208]]","['#95a55a', '#6a8db7', '#76682b', '#3a8c5d', '#99b6d0']"
385,385,385,385,385,Untitled No. 3 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0397.jpg,2010,2010s,digital,yosemite,"[[146, 178, 218], [74, 148, 56], [186, 203, 114], [107, 165, 146], [61, 83, 119]]","['#92b2da', '#4a9438', '#bacb72', '#6ba592', '#3d5377']"
386,386,386,386,386,Untitled No. 4 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0399.jpg,2010,2010s,digital,yosemite,"[[122, 66, 106], [128, 142, 147], [160, 191, 220], [121, 194, 92], [224, 102, 101]]","['#7a426a', '#808e93', '#a0bfdc', '#79c25c', '#e06665']"
387,387,387,387,387,Untitled No. 5 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0401.jpg,2010,2010s,digital,yosemite,"[[32, 110, 47], [32, 48, 25], [105, 56, 45], [143, 176, 218], [115, 85, 155]]","['#206e2f', '#203019', '#69382d', '#8fb0da', '#73559b']"
388,388,388,388,388,Untitled No. 6 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28  edition of 25,https://www.hockney.com/img/gallery/digital/yosemite/0408.jpg,2010,2010s,digital,yosemite,"[[113, 128, 124], [89, 87, 68], [153, 178, 109], [132, 169, 217], [32, 24, 22]]","['#71807c', '#595744', '#99b26d', '#84a9d9', '#201816']"
389,389,389,389,389,Untitled No. 7 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28  edition of 25,https://www.hockney.com/img/gallery/digital/yosemite/0409.jpg,2010,2010s,digital,yosemite,"[[97, 120, 91], [129, 180, 157], [181, 228, 223], [214, 207, 75], [13, 17, 13]]","['#61785b', '#81b49d', '#b5e4df', '#d6cf4b', '#0d110d']"
390,390,390,390,390,Untitled No. 8 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28  edition of 25,https://www.hockney.com/img/gallery/digital/yosemite/0410.jpg,2010,2010s,digital,yosemite,"[[137, 194, 170], [195, 207, 248], [179, 197, 80], [93, 158, 141], [217, 227, 174]]","['#89c2aa', '#c3cff8', '#b3c550', '#5d9e8d', '#d9e3ae']"
391,391,391,391,391,Untitled No. 9 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0411.jpg,2010,2010s,digital,yosemite,"[[169, 203, 252], [71, 163, 77], [123, 179, 129], [142, 178, 208], [224, 229, 187]]","['#a9cbfc', '#47a34d', '#7bb381', '#8eb2d0', '#e0e5bb']"
392,392,392,392,392,Untitled No. 10 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0413.jpg,2010,2010s,digital,yosemite,"[[147, 182, 213], [198, 216, 199], [141, 138, 103], [100, 153, 160], [82, 100, 64]]","['#93b6d5', '#c6d8c7', '#8d8a67', '#6499a0', '#526440']"
393,393,393,393,393,Untitled No. 11 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0415.jpg,2010,2010s,digital,yosemite,"[[191, 190, 245], [26, 74, 46], [165, 176, 181], [99, 108, 136], [110, 161, 72]]","['#bfbef5', '#1a4a2e', '#a5b0b5', '#636c88', '#6ea148']"
394,394,394,394,394,Untitled No. 12 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28in,https://www.hockney.com/img/gallery/digital/yosemite/0416.jpg,2010,2010s,digital,yosemite,"[[144, 156, 199], [96, 119, 88], [39, 88, 53], [162, 195, 104], [215, 224, 188]]","['#909cc7', '#607758', '#275835', '#a2c368', '#d7e0bc']"
395,395,395,395,395,Untitled No. 13 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0418.jpg,2010,2010s,digital,yosemite,"[[167, 191, 174], [192, 218, 200], [134, 154, 140], [96, 108, 98], [250, 252, 251]]","['#a7bfae', '#c0dac8', '#869a8c', '#606c62', '#fafcfb']"
396,396,396,396,396,Untitled No. 14 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0419.jpg,2010,2010s,digital,yosemite,"[[102, 121, 226], [78, 106, 143], [195, 199, 171], [34, 45, 52], [64, 131, 64]]","['#6679e2', '#4e6a8f', '#c3c7ab', '#222d34', '#408340']"
397,397,397,397,397,Untitled No. 15 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28 in,https://www.hockney.com/img/gallery/digital/yosemite/0420.jpg,2010,2010s,digital,yosemite,"[[244, 243, 251], [154, 177, 142], [109, 122, 131], [243, 243, 191], [178, 183, 211]]","['#f4f3fb', '#9ab18e', '#6d7a83', '#f3f3bf', '#b2b7d3']"
398,398,398,398,398,Untitled No. 16 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0422.jpg,2010,2010s,digital,yosemite,"[[46, 130, 92], [59, 154, 126], [74, 182, 164], [32, 93, 63], [14, 36, 28]]","['#2e825c', '#3b9a7e', '#4ab6a4', '#205d3f', '#0e241c']"
399,399,399,399,399,Untitled No. 17 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0424.jpg,2010,2010s,digital,yosemite,"[[208, 249, 222], [211, 183, 102], [130, 172, 230], [88, 64, 74], [102, 233, 250]]","['#d0f9de', '#d3b766', '#82ace6', '#58404a', '#66e9fa']"
400,400,400,400,400,Untitled No. 18 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0428.jpg,2010,2010s,digital,yosemite,"[[123, 145, 83], [83, 102, 59], [185, 198, 109], [151, 170, 98], [207, 224, 160]]","['#7b9153', '#53663b', '#b9c66d', '#97aa62', '#cfe0a0']"
401,401,401,401,401,Untitled No. 19 from “The Yosemite Suite”,2010 - iPad drawing printed on paper 37 x 28,https://www.hockney.com/img/gallery/digital/yosemite/0429.jpg,2010,2010s,digital,yosemite,"[[84, 123, 70], [157, 147, 132], [90, 177, 56], [155, 205, 158], [166, 214, 46]]","['#547b46', '#9d9384', '#5ab138', '#9bcd9e', '#a6d62e']"
